dataset/row	baseline output	candidate output	target	baseline AST	candidate AST	target AST	W/T/L transition
mba_obf_linear:418	0x2 * (v0 & v1) + 0x3 * ~ v0 - v1	~ (v1 ^ v0) + 0x2 * ~ v0	0x2 * ~ v0 + 0x1 * ~ (v0 ^ v1)	10	8	11	W→W
mba_obf_linear:422	0x16 * ~ v0 + 0x24 * (v0 & v1) - 0x16 * v1	-0x16 - 0x16 * v0 - 0x16 * v1 + 0x24 * (v0 & v1)	0xe * (v0 & v1) + 0x16 * ~ (v0 | v1)	10	10	12	W→W
mba_obf_linear:430	v1 + 0x4 * (v0 & v1) - ~ v0	0x1 + v0 + v1 + 0x4 * (v0 & v1)	(-0x1) * 0x6 * ~ (v0 | v1) + 0x5 * ~ (v0 ^ v1)	9	8	14	W→W
mba_obf_linear:437	-0x5 * ~ v0 - 0x4 * (v0 & v1)	0x5 + 0x5 * v0 - 0x4 * (v0 & v1)	(-0x1) * 0x5 * ~ (v0 & ~ v1) + 0x1 * (v0 & v1)	8	8	14	W→W
mba_obf_linear:442	0x6 * v0 - ~ (v0 & v1)	0x1 + 0x6 * v0 + (v0 & v1)	(-0x1) * 0x1 * ~ (v0 & v1) + 0x6 * v0	8	7	11	W→W
mba_obf_linear:476	(-0x1) * ~ (v0 ^ v1)	0x1 + (v0 ^ v1)	(-0x1) * 0x1 * ~ (v0 ^ v1)	5	5	7	W→W
mba_obf_linear:502	-(v0 & v1) + (v0 & v1 & v2)	(-0x1) * (v0 & v1 & ~ v2)	(-0x1) * 0x1 * ~ (~ v0 | ~ v1 | v2)	9	6	11	W→W
mba_obf_linear:503	0x3 * ~ (v1 & v2) + 0x5 * (v0 & v1) - 0x8 * (v0 & ~ v2) - 0x2 * (v0 & v1 & v2)	-0x3 + 0x5 * (v0 & v1) - 0x8 * (v0 & ~ v2) - 0x3 * (v1 & v2) - 0x2 * (v0 & v1 & v2)	0x3 * (v2 ^ ~ (v0 | ~ v1 & v2)) - 0x5 * ~ (~ v0 | v1 | v2)	20	20	22	W→W
mba_obf_linear:505	0x5 * (v1 & v2) + 0xc * (v1 & v0) - 0xc * (v1 & v2 & v0) - 0x7 * (v0 & ~ v2)	0x5 * (v1 & v2) + 0xc * (v0 & v1 & ~ v2) - 0x7 * (v0 & ~ v2)	(-0x1) * 0xc * ~ (~ v0 | v1 | v2) + 0x5 * (v0 & v2 ^ v0 ^ v1 & v2)	19	16	22	W→W
mba_obf_linear:506	0x8 * (v1 & v2 & v0) + 0x1d * v0 - 0x16 * (v1 & v0) - 0x16 * (v2 & v0) - 0x7 * ~ (v1 & v2)	0x7 + 0x7 * (v1 & v2) + 0x1d * v0 - 0x16 * (v1 & v0) - 0x16 * (v2 & v0) + 0x8 * (v1 & v2 & v0)	0x1d * ~ (~ v0 | v1 | v2) - 0x7 * (~ (v0 | v1) | v0 ^ v1 ^ v2)	21	21	23	W→W
mba_obf_linear:509	0x2 * (v0 & v2 & v1) + 0x2 * (v0 ^ v2) - 0x2 * (v0 & v1)	0x2 * (v0 ^ v2) - 0x2 * (v0 & v1 & ~ v2)	(-0x1) * 0x2 * (v0 & v1 & v2) + 0x2 * (v2 ^ v0 & ~ v1)	14	11	17	W→W
mba_obf_linear:510	0x6 * (v0 & ~ v1) + 0x7 * (v0 & v1 & v2) - 0x7 * (v0 & v2) - v1	0x6 * (v0 & ~ v1) - 0x7 * (v0 & v2 & ~ v1) - v1	(-0x1) * 0x1 * (v1 | v0 & v2) + 0x6 * ~ (~ v0 | v1 | v2)	17	14	18	W→W
mba_obf_linear:511	0x6 * (v0 & v1 & v2) - 0x6 * (v0 & v2) - (v2 & ~ v1)	-0x6 * (v0 & v2 & ~ v1) - (v2 & ~ v1)	(-0x1) * 0x7 * (v0 & ~ v1 & v2) - 0x1 * (~ v0 & ~ v1 & v2)	15	12	20	W→W
mba_obf_linear:512	(v0 & v1) - (v0 & v1 & v2)	v0 & v1 & ~ v2	0x1 * ~ (~ v0 | ~ v1 | v2)	9	5	10	W→W
mba_obf_linear:513	-0xa * (v0 & v1) + 0xa * (v0 & v1 & v2)	(-0xa) * (v0 & v1 & ~ v2)	(-0x1) * 0xa * ~ (~ v0 | ~ v1 | v2)	10	6	11	W→W
mba_obf_linear:514	0xe * (v2 & v0) - 0xe * (v1 & v2 & v0) - 0xd * (v2 & ~ v1) + (v1 & ~ v0)	0xe * (v0 & v2 & ~ v1) - 0xd * (v2 & ~ v1) + (v1 & ~ v0)	(-0x1) * 0xe * (~ v0 & ~ v1 & v2) + 0x1 * (v0 & v1 ^ (v1 | v2))	19	16	20	W→W
mba_obf_linear:515	0x7 * (v1 & v2) + 0x9 * ~ v1 + 0x14 * (v1 & v0) + 0x14 * (v2 & v0) - 0x12 * (v1 & v2 & v0) - 0x9 * v0 - 0x9 * v2	-0x9 - 0x9 * v1 - 0x9 * v2 + 0x7 * (v1 & v2) - 0x9 * v0 + 0x14 * (v1 & v0) + 0x14 * (v2 & v0) - 0x12 * (v1 & v2 & v0)	(-0x1) * 0x2 * ~ (v0 | v1 ^ v2) + 0xb * ~ (v0 ^ (v1 | v2))	25	25	18	L→L
mba_obf_linear:518	0x4 * (v0 & v1) - 0x4 * (v0 & v1 & v2) - ~ v0	v0 + 0x1 + 0x4 * (v0 & v1 & ~ v2)	(-0x1) * 0x1 * ~ v0 + 0x4 * ~ (~ v0 | ~ v1 | v2)	13	9	16	W→W
mba_obf_linear:521	0x6 * (~ v1 | v2) + 0xb * (v1 & v0) - 0xb * (v1 & v2 & v0) - 0x5 * (v2 ^ v0)	0x6 * (~ v1 | v2) + 0xb * (v0 & v1 & ~ v2) - 0x5 * (v2 ^ v0)	0x1 * (v0 | ~ v1 | v2) + 0x5 * ~ (v0 ^ (v1 | v2))	19	16	17	L→W
mba_obf_linear:522	-~ (v0 ^ v1 & v2) - (v0 & v1) - (v0 & v2)	0x1 - (v0 & v1) - (v0 & v2) + (v0 ^ v1 & v2)	(-0x1) * 0x1 * (~ (v0 | v1) | v1 ^ v2) - 0x3 * (v0 & v1 & v2)	16	15	20	W→W
mba_obf_linear:523	-0x7 * (v2 & ~ (v0 | v1)) - 0x5 * ~ (v0 ^ v1)	0x5 + 0x5 * (v0 ^ v1) - 0x7 * (v2 & ~ (v0 | v1))	(-0x1) * 0xc * (~ v0 & ~ v1 & v2) - 0x5 * (v1 ^ ~ (v0 | ~ v1 & v2))	13	13	23	W→W
mba_obf_linear:524	0x5 * (v0 & v2) - 0x5 * (v0 & v2 & v1)	0x5 * (v0 & v2 & ~ v1)	0x5 * (v0 & ~ v1 & v2)	10	6	8	L→W
mba_obf_linear:525	0x2 * (~ v1 | v0) + 0x7 * (v1 & v2) - 0x7 * (v0 & v1 & v2) - 0x7 * (v0 | v2)	0x2 * (~ v1 | v0) - 0x7 * (v2 & ~ v1 | v0)	0x2 * ~ (v0 | v1 | v2) - 0x5 * (v0 | ~ v1 & v2)	19	13	18	L→W
mba_obf_linear:526	0x6 * (v0 & v1) - 0xb * (v0 & ~ v2) - 0x6 * (v0 & v1 & v2)	0x6 * (v0 & v1 & ~ v2) - 0xb * (v0 & ~ v2)	(-0x1) * 0xb * ~ (~ v0 | v1 | v2) - 0x5 * ~ (~ v0 | ~ v1 | v2)	15	12	22	W→W
mba_obf_linear:527	-0x3 * (v1 & v2) + 0x3 * (v0 & v1 & v2)	(-0x3) * (v1 & v2 & ~ v0)	(-0x1) * 0x3 * (~ v0 & v1 & v2)	10	6	9	L→W
mba_obf_linear:531	0xa * (v0 & v2 & v1) - 0x5 * ~ (v0 ^ v2) - 0x5 * (v0 & v1)	(-0x5) * (~ v2 ^ ~ v1 & v0)	(-0x1) * 0x5 * (v2 ^ ~ (v0 & ~ v1))	15	8	10	L→W
mba_obf_linear:533	0x2 * ~ (v0 & v1) - 0x2 * (v1 & v2) - (v0 & v1 & v2)	-0x2 - 0x2 * (v0 & v1) - 0x2 * (v1 & v2) - (v0 & v1 & v2)	0x2 * (v1 ^ (v0 | ~ v1 | v2)) - 0x3 * (v0 & v1 & v2)	15	15	19	W→W
mba_obf_linear:534	-0xb * (v0 & v2) + 0xb * (v0 & v1 & v2)	(-0xb) * (v0 & v2 & ~ v1)	(-0x1) * 0xb * (v0 & ~ v1 & v2)	10	6	9	L→W
mba_obf_linear:537	0x5 * ~ v1 + 0x7 * (v0 & v2) + 0xb * (v2 & v1) + 0xc * (v0 & v1) - 0x13 * (v0 & v2 & v1) - 0x6 * v0 - 0x6 * v2	0x6 * ~ (v0 ^ v1) + 0x7 * (v0 & v2) + 0xb * (v2 & v1) - 0x13 * (v0 & v2 & v1) - 0x6 * v2 - ~ v1	(-0x1) * 0x1 * (~ (v0 | v1) | ~ (v1 ^ v2)) + 0x6 * (~ (v0 & ~ v1) & ~ (v0 ^ v1 ^ v2))	25	24	27	W→W
mba_obf_linear:539	0x9 * ~ (v0 | v1) + 0x9 * (v2 & v1) - 0x8 * (v0 & v2 & v1) - 0x8 * (v2 & ~ v0)	-0x9 + 0x8 * (v0 & v2 & ~ v1) + 0x9 * (v2 & v1) - 0x9 * (v0 | v1) - 0x8 * v2	0x9 * ~ (v0 | v1 | v2) + 0x1 * (v2 & ~ (v0 & ~ v1))	20	18	18	L→T
mba_obf_linear:540	0x8 * v1 + 0xa * (v2 & ~ v1) + 0xc * (v1 & v0 & v2) - 0xc * (v0 & v2) - 0xa * (~ v0 | v1)	0x8 * v1 + 0xa * (v2 & ~ v1) - 0xc * (v0 & v2 & ~ v1) - 0xa * (~ v0 | v1)	(-0x1) * 0x8 * ~ (v0 | v1 | v2) - 0x2 * (v1 | ~ (v0 ^ v2))	22	19	19	L→T
mba_obf_linear:542	0xd * (v1 & v2 & v0) - 0x7 * ~ (v1 | v2) - 0x7 * (v1 & v0) - 0x7 * (v2 & v0)	0x7 + 0x7 * (v1 | v2) + 0xd * (v1 & v2 & v0) - 0x7 * (v1 & v0) - 0x7 * (v2 & v0)	0x6 * (v0 & v1 & v2) - 0x7 * ~ (~ v0 & (v1 | v2))	19	19	18	L→L
mba_obf_linear:548	0x6 * (~ v0 | v1) - 0x6 * (v1 & v2 & v0) - (v2 & v0) + (v1 | v2)	0x6 * (~ v0 | v1 & ~ v2) - (v2 & v0) + (v1 | v2)	0x7 * (v0 & v2 ^ (v1 | v2)) + 0x6 * ~ (v0 | v1 | v2)	18	16	18	T→W
mba_obf_linear:551	0xb * ~ (v1 | v2) + 0xf * (v2 & v0) - 0x13 * (v1 & v2 & v0) - 0xf * (v0 & ~ v1)	-0xb + 0xf * (v2 & v0) - 0x13 * (v1 & v2 & v0) - 0xf * (v0 & ~ v1) - 0xb * (v1 | v2)	(-0x1) * 0x4 * ~ (~ v0 | v1 ^ v2) + 0xb * ~ (v0 | v1 | v2)	20	20	19	L→L
mba_obf_linear:554	-0x3 * (v0 & v1) + 0x3 * (v0 & v1 & v2)	(-0x3) * (v0 & v1 & ~ v2)	(-0x1) * 0x3 * ~ (~ v0 | ~ v1 | v2)	10	6	11	W→W
mba_obf_linear:556	0x8 * (v0 & v1 & v2) - 0x7 * (v0 & v2) - (~ v2 | v1) + (v0 ^ v1)	0x1 + 0x8 * (v0 & v1 & v2) - 0x7 * (v0 & v2) + (v2 & ~ v1) + (v0 ^ v1)	(-0x1) * 0x1 * ((v0 | ~ v1) & ~ (v0 ^ v1 ^ v2)) - 0x5 * (v0 & ~ v1 & v2)	18	18	24	W→W
mba_obf_linear:557	-~ (v0 & v1) + (v2 & ~ v0)	0x1 + (v0 & v1) + (v2 & ~ v0)	(-0x1) * 0x1 * (v1 ^ ~ (~ v0 & (v1 ^ v2)))	10	9	12	W→W
mba_obf_linear:561	0x6 * (v2 & v0) + 0x7 * v1 - 0x8 * (v2 & v1) - 0x6 * (v2 & v0 & v1) - ~ v2	v2 + 0x1 + 0x6 * (v0 & v2 & ~ v1) + 0x7 * v1 - 0x8 * (v2 & v1)	0x7 * ((v0 | v1) & (v1 ^ v2)) - 0x1 * ~ (~ v0 & ~ v1 & v2)	19	15	21	W→W
mba_obf_linear:565	0xe * (v0 & ~ (v1 | v2)) - 0x7 * ~ (v1 | v2)	0x7 + 0x7 * (v1 | v2) + 0xe * (v0 & ~ (v1 | v2))	(-0x1) * 0x7 * ~ (v0 | v1 ^ v2) + 0x7 * ((v0 ^ v1) & (v0 ^ v2))	13	13	19	W→W
mba_obf_linear:567	-0xc * (v1 & v2) + 0xc * (v0 & v1 & v2)	(-0xc) * (v1 & v2 & ~ v0)	(-0x1) * 0xc * (~ v0 & v1 & v2)	10	6	9	L→W
mba_obf_linear:568	-(v0 & v1 & v2) - (v0 | v1) + (v0 & v2)	(-0x1) * (v0 & ~ v2 | v1)	(-0x1) * 0x1 * (v1 | v0 & ~ v2)	13	7	9	L→W
mba_obf_linear:571	-0x5 * (v0 & ~ (v1 | v2)) - 0x5 * (v1 & v2) - ~ v1	v1 + 0x1 - 0x5 * (v0 & ~ (v1 | v2)) - 0x5 * (v1 & v2)	(-0x1) * 0x1 * ~ v1 - 0x5 * ((v0 | v1) & ~ (v1 ^ v2))	15	14	17	W→W
mba_obf_linear:573	0x4 * (v1 & v2) - 0x4 * (v0 & v1 & v2) - 0x4 * (v0 | v1)	(-0x4) * (v1 & ~ v2 | v0)	(-0x1) * 0x4 * ~ (~ v0 & (~ v1 | v2))	14	7	11	L→W
mba_obf_linear:574	0x15 * (v2 & v0) - 0x1a * (v1 & v2 & v0) - 0x5 * ~ (v1 | v2)	0x5 + 0x5 * (v1 | v2) + 0x15 * (v2 & v0) - 0x1a * (v1 & v2 & v0)	(-0x1) * 0x5 * (v0 & v2 | ~ (v1 | v2)) + 0x1a * (v0 & ~ v1 & v2)	15	15	20	W→W
mba_obf_linear:577	0x5 * (v0 ^ v2) - 0x5 * ~ (v0 & v2 & v1) - 0x5 * (v2 & v1)	0x5 + 0x5 * (v0 ^ v2) - 0x5 * (v1 & v2 & ~ v0)	(-0x1) * 0x5 * ~ (v0 | ~ v1 & v2) - 0x5 * (v0 & v2)	15	12	17	W→W
mba_obf_linear:580	0x3 * (v0 & v2) - 0x3 * (v0 & v2 & v1) - 0x3 * (v0 ^ v1)	0x3 * (v0 & v2 & ~ v1) - 0x3 * (v0 ^ v1)	(-0x1) * 0x3 * (v1 ^ ~ (~ v0 | ~ v1 & v2))	14	11	13	L→W
mba_obf_linear:581	-(v0 & v1) + (v0 & v1 & v2)	(-0x1) * (v0 & v1 & ~ v2)	0x1 * (v2 ^ ~ (v0 & v1)) - 0x1 * (v2 ^ ~ (v0 & v1 & v2))	9	6	20	W→W
mba_obf_linear:589	0x5 * (v2 & ~ v0) + 0x6 * v1 + 0x10 * (v0 & v2 & v1) - 0xa * (v2 & v1) - 0x7 * (v0 & v1) - ~ v0	v0 + 0x1 + 0x5 * (v2 & ~ v0) + 0x6 * v1 + 0x10 * (v0 & v2 & v1) - 0xa * (v2 & v1) - 0x7 * (v0 & v1)	(-0x1) * 0x1 * (v1 ^ (~ v0 | v1 & v2)) + 0x5 * (~ (v0 & ~ v1) & (v0 ^ v1 ^ v2))	24	23	25	W→W
mba_obf_linear:592	0xb * (v1 | v2) - 0xb * ~ (v1 & v2 & v0) - 0xb * (v2 & v0)	(-0xb) * ~ (v2 & ~ v0 | v1)	(-0x1) * 0xb * (v1 ^ ~ (~ v0 & ~ v1 & v2))	15	8	13	L→W
mba_obf_linear:593	0x3 * (v1 & ~ v0) + 0x8 * (v1 & v2) + 0xb * ~ v0 + 0x19 * (v2 & v0) - 0xb * v2 - 0xb * (v1 & v2 & v0)	-0xb + 0x3 * (v1 & ~ v0) + 0x8 * (v1 & v2) + 0x19 * (v2 & v0) - 0xb * v0 - 0xb * v2 - 0xb * (v1 & v2 & v0)	0x3 * ((v0 ^ v1) & ~ (v0 ^ v2)) + 0xb * (v2 ^ ~ (v0 | v1 & v2))	24	24	21	L→L
mba_obf_linear:595	0xc * (v1 & ~ v0) + 0x13 * (v0 & v2 & v1) - 0x13 * (v2 & v1) - 0x7 * (v0 & ~ v2)	0xc * (v1 & ~ v0) - 0x13 * (v1 & v2 & ~ v0) - 0x7 * (v0 & ~ v2)	(-0x1) * 0x7 * (v1 ^ ~ (~ v0 | v1 ^ v2)) + 0x13 * ~ (v0 | ~ v1 | v2)	20	17	22	W→W
mba_obf_linear:596	0xa * (v0 & v1) - 0xa * (v0 & v1 & v2) - ~ (v1 & v2)	0x1 + 0xa * (v0 & v1 & ~ v2) + (v1 & v2)	(-0x1) * 0x1 * (v1 ^ (v0 | ~ v1 | v2)) + 0x9 * ~ (~ v0 | ~ v1 | v2)	15	11	22	W→W
mba_obf_linear:598	0x3 * (v1 & v2) - 0x3 * (v1 & v2 & v0)	0x3 * (v1 & v2 & ~ v0)	0x3 * (~ v0 & v1 & v2)	10	6	8	L→W
mba_obf_linear:601	0x4 * (v2 & ~ v0) - 0x4 * ~ (v0 & v1) - 0x4 * (v2 & v1)	0x4 + 0x4 * (v0 & v1) + 0x4 * (v2 & ~ v0) - 0x4 * (v2 & v1)	(-0x1) * 0x4 * (v0 ^ v1 | ~ (v0 ^ v2))	15	15	11	L→L
mba_obf_linear:603	0x1 + 0x2 * (v0 & v1 & v2) + 0x3 * (v0 & ~ v2) - 0x2 * (v0 & v1)	0x1 + 0x3 * (v0 & ~ v2) - 0x2 * (v0 & v1 & ~ v2)	0x3 * ~ (~ v0 | v1 | v2) - 0x1 * (~ v0 | ~ v1 | v2)	16	13	20	W→W
mba_obf_linear:606	~ (v1 & v2 & v0) - (v1 | v2) + (v1 & v0)	~ (v1 & ~ v0 | v2)	0x1 * (v2 ^ (v0 | ~ v1 | v2))	13	7	10	L→W
mba_obf_linear:607	0x6 * ~ v0 + 0x11 * (v0 & v2) - 0x6 * v2 - 0x5 * (v0 & v2 & v1)	-0x6 - 0x6 * v0 - 0x6 * v2 + 0x11 * (v0 & v2) - 0x5 * (v0 & v2 & v1)	0xb * (v0 & ~ v1 & v2) + 0x6 * (v2 ^ (~ v0 | ~ v1 & v2))	15	15	20	W→W
mba_obf_linear:608	0x6 * ~ (v1 | v0 & v2) + 0x6 * (v1 & v2)	-0x6 + 0x6 * (v1 & v2) - 0x6 * (v1 | v0 & v2)	0x6 * (~ (v0 | v1) | ~ (v1 ^ v2))	12	12	11	L→L
mba_obf_linear:609	-0x1 + 0xa * v1 + 0xb * v0 - 0x15 * (v1 & v0) - 0xb * (v1 & v2) + 0xb * (v1 & v0 & v2)	-0x1 + 0xa * v1 + 0xb * v0 - 0x15 * (v1 & v0) - 0xb * (v1 & v2 & ~ v0)	0x1 * (v0 | ~ v1) + 0xb * (v1 ^ (v0 | v1 & v2))	19	16	16	L→T
mba_obf_linear:613	0x3 * v2 - 0x2 * (v2 & v0) - 0x2 * (v2 & v1) - ~ (v2 & v0 & v1)	0x1 + 0x3 * v2 - 0x2 * (v2 & v0) - 0x2 * (v2 & v1) + (v2 & v0 & v1)	0x2 * (~ v0 & ~ v1 & v2) - 0x1 * (v2 ^ ~ (v0 & v1 & v2))	17	16	21	W→W
mba_obf_linear:614	-0x2 * (v0 & v2) + 0x2 * (v0 & v1 & v2)	(-0x2) * (v0 & v2 & ~ v1)	(-0x1) * 0x2 * (v0 & ~ v1 & v2)	10	6	9	L→W
mba_obf_linear:615	0x4 * (v1 & v2) - 0x4 * (v0 & v1 & v2) - 0x4 * (v0 | v1)	(-0x4) * (v1 & ~ v2 | v0)	(-0x1) * 0x4 * ~ (~ v0 & (~ v1 | v2))	14	7	11	L→W
mba_obf_linear:616	-0x9 * v2 + 0x4 * (v0 & v2) - 0x5 * v1 + 0xe * (v2 & v1) - 0x4 * (v0 & v2 & v1)	0x4 * (v0 & v2 & ~ v1) + 0xe * (v2 & v1) - 0x9 * v2 - 0x5 * v1	(-0x1) * 0x9 * (~ v0 & ~ v1 & v2) - 0x5 * ((v0 | v1) & (v1 ^ v2))	18	15	21	W→W
mba_obf_linear:618	0x2 * v0 - (v1 & v0 & v2) - (v2 & ~ v1) + (v1 & ~ v0)	0x2 * v0 - v2 - (v1 & v0 & v2) + (v1 & v2) + (v1 & ~ v0)	(-0x1) * 0x1 * (v2 | ~ (v0 | ~ v1)) + 0x2 * (v0 | v1)	17	17	16	L→L
mba_obf_linear:622	0x6 * ~ v1 + 0xb * (v1 & v2) + 0x11 * (v2 & v0) + 0x17 * (v1 & v0) - 0x2d * (v1 & v2 & v0) - 0x6 * v0	-0x6 - 0x6 * v1 + 0xb * (v1 & v2) - 0x6 * v0 + 0x17 * (v1 & v0) + 0x11 * (v2 & v0) - 0x2d * (v1 & v2 & v0)	0x6 * (v1 ^ ~ (v0 & ~ v2)) + 0xb * ((v0 | v1) & ~ (v0 ^ v1 ^ v2))	23	23	22	L→L
mba_obf_linear:624	(-0x1) * ~ (v1 & (v0 | v2))	0x1 + (v1 & (v0 | v2))	(-0x1) * 0x1 * (v1 ^ (v0 | ~ v1 | v2))	7	7	11	W→W
mba_obf_linear:626	0xe * (v1 & v2) - 0xe * (v1 & v2 & v0)	0xe * (v1 & v2 & ~ v0)	0xe * (~ v0 & v1 & v2)	10	6	8	L→W
mba_obf_linear:627	0x13 * v0 + 0x29 * (v1 & v2 & v0) - 0x1e * (v1 & v0) - 0x1e * (v2 & v0) - 0xb * ~ (v1 | v2)	0xb + 0xb * (v1 | v2) + 0x13 * v0 + 0x29 * (v1 & v2 & v0) - 0x1e * (v1 & v0) - 0x1e * (v2 & v0)	0x13 * ~ (~ v0 | v1 | v2) - 0xb * (v1 & v2 ^ ~ (~ v0 & (v1 ^ v2)))	21	21	24	W→W
mba_obf_linear:628	0x2 * ~ v0 + 0xa * (v0 & v1 & v2) - 0x5 * v2 - 0x3 * (v0 & v1)	-0x2 - 0x2 * v0 - 0x3 * (v0 & v1) - 0x5 * v2 + 0xa * (v0 & v1 & v2)	0x2 * ~ (v0 & ~ v1) - 0x5 * (v2 ^ v0 & v1)	15	15	16	W→W
mba_obf_linear:632	0x5 * ~ (v0 | v2) + 0x7 * (v0 & v2 & v1) + 0xc * (v1 & ~ v2) - 0x7 * (v0 & v1)	-0x5 + 0xc * (v1 & ~ v2) - 0x7 * (v0 & v1 & ~ v2) - 0x5 * (v0 | v2)	0x5 * (v2 ^ (~ v0 | v1 | v2)) + 0xc * ~ (v0 | ~ v1 | v2)	20	17	20	T→W
mba_obf_linear:635	0x2 * ~ v0 + 0x4 * (v1 & v0) + 0x4 * (v2 & v0) - 0x6 * (v1 & v2 & v0) - 0x2 * (v1 | v2)	0x2 * ~ (v0 ^ v1) + 0x4 * (v2 & v0) - 0x6 * (v1 & v2 & v0) - 0x2 * (v2 & ~ v1)	0x2 * ((v0 | ~ v1) & ~ (v0 ^ v1 ^ v2))	21	20	13	L→L
mba_obf_linear:636	0x4 * ~ v0 + 0x6 * (v1 & v2) - 0x6 * (v1 & ~ v0) - 0x2 * (v0 & v2)	-0x4 + 0x6 * (v1 & v2) - 0x6 * (v1 & ~ v0) - 0x4 * v0 - 0x2 * (v0 & v2)	(-0x1) * 0x2 * ~ (v0 & ~ v2) + 0x6 * (v0 & v1 ^ v0 ^ (~ v1 | v2))	17	17	21	W→W
mba_obf_linear:637	0x2 * ~ (v1 & v2 & v0) - 0x2 * (v1 ^ v2)	-0x2 - 0x2 * (v1 & v2 & v0) - 0x2 * (v1 ^ v2)	0x2 * (~ (v0 & v1) & ~ (v1 ^ v2))	11	11	11	T→T
mba_obf_linear:638	0x3 * ~ (v0 & v1 & v2) + 0x3 * (v0 & v1) - 0x3 * (v0 | v2)	0x3 * ~ (v0 & ~ v1 | v2)	0x3 * (v2 ^ (~ v0 | v1 | v2))	15	8	10	L→W
mba_obf_linear:639	0x5 * ~ (v0 | v2) + 0xa * (v0 & v1) + 0xa * (v2 & v1) - 0x10 * v1 - 0x4 * (v0 & v2 & v1)	-0x5 + 0xa * (v0 & v1) + 0xa * (v2 & v1) - 0x10 * v1 - 0x5 * (v0 | v2) - 0x4 * (v0 & v2 & v1)	(-0x1) * 0xb * (v1 & ~ (v0 & v2)) + 0x5 * (~ (v0 & ~ v1) & ~ (v0 ^ v1 ^ v2))	21	21	24	W→W
mba_obf_linear:640	0x5 * (v0 & v1 & v2) + 0x5 * (v0 | v1) - 0x5 * (v0 & v2)	0x5 * (v0 & ~ v2 | v1)	0x5 * (v1 | v0 & ~ v2)	14	7	8	L→W
mba_obf_linear:641	0x2 * ~ (v0 | v2) + 0x2 * (v2 & v1)	-0x2 + 0x2 * (v2 & v1) - 0x2 * (v0 | v2)	0x2 * (v0 & v2 ^ ~ (v0 ^ ~ v1 & v2))	10	10	13	W→W
mba_obf_linear:643	~ (v0 | v1) + 0x3 * (v0 & v1 & v2) - 0x3 * (v1 & v2)	~ (v0 | v1) - 0x3 * (v1 & v2 & ~ v0)	0x1 * (~ v0 & (~ v1 | v2)) - 0x4 * (~ v0 & v1 & v2)	14	11	19	W→W
mba_obf_linear:648	0x6 * ~ v1 - (v1 & v0 & v2) + (v1 & v2)	-0x6 - 0x6 * v1 + (v1 & v2 & ~ v0)	0x1 * (~ v0 & v1 & v2) + 0x6 * ~ v1	12	9	13	W→W
mba_obf_linear:649	0x3 * (v0 ^ v2) + 0x5 * (v1 & ~ v0) + 0x8 * (v0 & v2 & v1) - 0x8 * (v2 & v1)	0x3 * (v0 ^ v2) + 0x5 * (v1 & ~ v0) - 0x8 * (v1 & v2 & ~ v0)	0x2 * ~ (v0 | ~ v1 | v2) + 0x3 * (v2 ^ (v0 | v1))	19	16	17	L→W
mba_obf_linear:650	0x5 * (v0 ^ v2) - 0x5 * ~ (v0 & v2 & v1) - 0x5 * (v2 & v1)	0x5 + 0x5 * (v0 ^ v2) - 0x5 * (v1 & v2 & ~ v0)	(-0x1) * 0x5 * (v2 ^ ~ (v0 | v1 & v2))	15	12	11	L→L
mba_obf_linear:652	0x6 * (v1 & v2) - 0xb * (v1 & v0 & v2) - 0xb * (v2 & ~ v0) - 0x6 * (v0 & ~ v1) - 0x5 * ~ v1	0x5 + 0x5 * v1 + 0x6 * (v1 & v2) + 0xb * (v0 & v2 & ~ v1) - 0xb * v2 - 0x6 * (v0 & ~ v1)	(-0x1) * 0xb * (v1 ^ (v0 | v1 | v2)) - 0x5 * (v0 & v1 ^ v0 ^ (~ v1 | v2))	23	21	24	W→W
mba_obf_linear:654	(-0x1) * ~ (v1 & (v0 | v2))	0x1 + (v1 & (v0 | v2))	(-0x1) * 0x1 * (v1 ^ (v0 | ~ v1 | v2))	7	7	11	W→W
mba_obf_linear:659	0xe * (v0 & v1) - 0xe * (v0 & v2 & v1) - 0x7 * (v1 & ~ v2) - 0x7 * (v0 | v2)	0xe * (v0 & v1 & ~ v2) - 0x7 * (v1 & ~ v2) - 0x7 * (v0 | v2)	(-0x1) * 0x7 * (v2 | v0 ^ v1)	19	16	8	L→L
mba_obf_linear:661	0x2 * (v2 & ~ (v0 | v1)) - 0x2 * ~ (v0 & v1)	0x2 + 0x2 * (v0 & v1) + 0x2 * (v2 & ~ (v0 | v1))	(-0x1) * 0x2 * (v1 ^ ~ (~ v0 & (v1 | v2)))	13	13	12	L→L
mba_obf_linear:662	0x7 * (v0 & v2) - 0x7 * (v0 & v1 & v2) - 0x7 * (v0 | v1)	(-0x7) * (v0 & ~ v2 | v1)	(-0x1) * 0x7 * (v1 | v0 & ~ v2)	14	7	9	L→W
mba_obf_linear:665	0x2 * (v1 & v2) - v2 - ~ (v1 & v0) - (v1 & v2 & v0)	0x1 + 0x2 * (v1 & v2) - v2 + (v0 & v1 & ~ v2)	0x1 * (v2 ^ (~ v0 | ~ v1 | v2)) - 0x2 * (v1 ^ (v0 | ~ v1 | v2))	17	13	23	W→W
